Date,BBCA.JK,TLKM.JK
2022-06-23,6568.50732421875,3487.447509765625
2022-06-24,6524.86279296875,3479.064208984375
2022-06-27,6415.7509765625,3411.997802734375
2022-06-28,6372.10693359375,3378.46484375
2022-06-29,6350.28369140625,3386.847900390625
2022-06-30,6328.4619140625,3353.31494140625
2022-07-01,6328.4619140625,3370.081298828125
2022-07-04,6153.8837890625,3344.931640625
2022-07-05,6328.4619140625,3344.931640625
2022-07-06,6372.10693359375,3370.081298828125
2022-07-07,6197.52880859375,3386.847900390625
2022-07-08,6241.1728515625,3361.697998046875
2022-07-11,6219.35009765625,3386.847900390625
2022-07-12,6262.9951171875,3361.697998046875
2022-07-13,6110.23876953125,3303.01513671875
2022-07-14,6132.060546875,3370.081298828125
2022-07-15,6110.23876953125,3479.064208984375
2022-07-18,6241.1728515625,3512.59716796875
2022-07-19,6262.9951171875,3487.447509765625
2022-07-20,6459.3955078125,3529.36376953125
2022-07-21,6459.3955078125,3571.2802734375
2022-07-22,6393.9287109375,3546.13037109375
2022-07-25,6372.10693359375,3554.513671875
2022-07-26,6372.10693359375,3562.897216796875
2022-07-27,6393.9287109375,3604.8134765625
2022-07-28,6415.7509765625,3554.513671875
2022-07-29,6415.7509765625,3546.13037109375
2022-08-01,6546.68408203125,3604.8134765625
2022-08-02,6633.9736328125,3730.562744140625
2022-08-03,6655.79638671875,3772.4794921875
2022-08-04,6808.5517578125,3814.3955078125
2022-08-05,6874.01904296875,3898.228271484375
2022-08-08,6874.01904296875,3940.14501953125
2022-08-09,6895.8408203125,3889.844970703125
2022-08-10,6895.8408203125,3822.77880859375
2022-08-11,6939.486328125,3831.162109375
2022-08-12,6917.66357421875,3814.3955078125
2022-08-15,6939.486328125,3730.562744140625
2022-08-16,6961.30810546875,3697.029541015625
2022-08-18,6983.13037109375,3814.3955078125
2022-08-19,6895.8408203125,3856.312255859375
2022-08-22,6983.13037109375,3898.228271484375
2022-08-23,6895.8408203125,3906.612060546875
2022-08-24,6939.486328125,3982.06103515625
2022-08-25,7048.59716796875,3831.162109375
2022-08-26,6983.13037109375,3764.09619140625
